STATION CODE,LOCATIONS,STATE,Temp,D.O. (mg/l),PH,CONDUCTIVITY (�mhos/cm),B.O.D. (mg/l),Turbidity,Hardness,Nitrate,TOTAL COLIFORM (MPN/100ml),Mean,year
NAN,"HEIRANGOITHONG, MANIPUR",NAN,NAN,7,7.43,136.7,8.693,4.63,153.2211063,NAN,252,2005
NAN,"UMTREW AT BYRNIHAT EAST, MEGHALAYA",NAN,20,6.6,7.15,199,7.475,2.68,141.4924095,2.1,288,2005
NAN,"KHARKHLA NEAR SUTNGA KHLIERIAT,JAINTIA HILLS DT.,MEGHALAYA",NAN,18,6.4,3.05,605,5.067,3.7,202.2548328,4.8,45,2005
NAN,"MYNTDU RIVER JOWAI, MEGHALAYA",NAN,15,7.1,7.03,147.3,2.1,4.35,274.7049505,1,2300,2005
NAN,"GANOL RIVER TURA, MEGHALAYA",NAN,19,8.1,7.03,148.3,1.967,5.26,170.0992357,NAN,307,2005
NAN,"SIMSANG RIVER WILLIAMNAGAR, MEGHALAYA",NAN,21,8.3,7.1,152,2.133,4.1,201.5687241,NAN,413,2005
NAN,TLAWNG UPSTREAM AIZAWL,NAN,25,7.4,6.6,NAN,NAN,2.91,205.5094572,NAN,NAN,2005
NAN,TLAWNG DOWNSTREAM AIZAWL,NAN,25,6.8,6.3,NAN,NAN,3.95,127.1448918,NAN,NAN,2005
NAN,TUIRIAL UPPER CATCHMENT,NAN,25,6.1,7.15,NAN,NAN,3.31,206.1604149,NAN,NAN,2005
NAN,TUIRIAL LOWER CATCHMENT,NAN,26,7.5,7.2,NAN,NAN,3.71,233.850345,NAN,NAN,2005
NAN,"RUSHIKULYA AT GANJAM U/S, ORISSA",NAN,28,7.5,7.8,286.5,1.775,4.22,237.6773831,0.51,17625,2005
NAN,"RUSHIKULYA AT GANJAM D/S, ORISSA",NAN,30,7.5,7.35,30683,2.25,4.59,234.0699652,0.745,2145,2005
NAN,"NAGAVALLI AT JAYKAYPUR D/S, ORISSA",NAN,27,6,7.55,214.5,3.125,4.38,190.7990441,0.895,10950,2005
NAN,"NAGAVALLI AT RAYAGADA D/S, ORISSA",NAN,32,6.3,7.43,201.3,2.175,3.56,139.6857588,0.76,4500,2005
NAN,"ARASALAR RIVER KARAIKAL REGION, PONDICHERRY",NAN,29,6.1,8.33,868.5,NAN,3.67,201.1868045,1.975,NAN,2005
NAN,RIVER GHAGGAR AT D/S OF SURAJPUR,NAN,NAN,8.1,7.86,342.3,2.747,3.82,260.2053596,0.24,NAN,2005
NAN,"GHAGGAR AT MUBARAKPUR REST HOUSE (PATIALA), PUNJAB",NAN,25,7.3,7.3,157,2.067,4.62,174.1849764,0.55,348,2005
NAN,"GHAGGAR AT 100M D/S CONF. WITH R. SARASWATI (PATIALA),PUNJAB",NAN,NAN,4.9,7.33,494.7,14.533,3.66,200.2781822,2.2,18000,2005
NAN,"GHAGGAR NEAR BANKARPUR,DERA BASSI,PUNJAB",NAN,28,6.3,7.58,379.8,6.7,4.85,278.056321,1.575,4963,2005
NAN,"GHAGGAR AT RATANHERI, D/S OF PATIALA NADI (AFTER CONFL.), PUNJAB",NAN,28,6.1,7.58,490,14.25,2.88,181.8734217,2.425,27500,2005
NAN,"D/S CHHATBIR, PUNJAB",NAN,25,6.8,7.43,337.5,4.25,5.22,232.36858,1.225,3043,2005
NAN,"U/S DHAKANSU NALLAH, PUNJAB",NAN,26,6.7,7.38,333.5,3.85,4.03,168.9370725,1.575,11050,2005
NAN,"D/S DHAKANSU NALLAH, PUNJAB",NAN,27,5.9,7.48,428,8.35,2.77,141.6152867,2.2,22025,2005
NAN,"D/S JHARMAL NADI, PUNJAB",NAN,25,6.5,7.4,361.8,4.3,3.69,201.955208,1.9,15875,2005
NAN,"U/S JHARMAL NADI, PUNJAB",NAN,25,6.9,7.4,322,3.75,3.67,225.0281485,0.975,3500,2005
NAN,"GHAGGER AT MOONAK, PUNJAB",NAN,26,5.1,7.48,496.5,14.7,5.2,284.0983515,2.3,23500,2005
NAN,"D/S SARDULGARH, PUNJAB",NAN,28,5,7.4,515.3,14.76,4.19,146.5902323,2.08,37320,2005
